index,ataque,tipo,dlllist_avg_dlls_per_proc,handles_nfile,handles_nkey,handles_nthread,handles_nsemaphore,handles_ntimer,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,svcscan_nservices,svcscan_process_services,svcscan_nactive,callbacks_ncallbacks,impacto ,afecta_al_activo,genera_riesgo
27658,Ransomware,Ransomware,3846341463,1237,751,691,623,119,253,48,48,30131827,55241682,30131827,3,3,18,389,24,119,88,1,Activo15,riesgo
27659,Ransomware,Ransomware,3882222222,792,753,832,672,132,290,51,51,28380634,52865888,28380634,3,3,18,389,24,122,88,1,Activo14,riesgo
27660,Ransomware,Ransomware,3924324324,635,668,659,596,113,230,43,43,2931152,53851397,2931152,3,3,18,389,24,120,86,1,Activo5,riesgo
27661,Ransomware,Ransomware,3924324324,634,673,666,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,120,86,1,Activo2,riesgo
27662,Ransomware,Ransomware,3823684211,630,673,661,596,113,230,43,43,29192125,53632043,29192125,3,3,18,389,24,120,86,1,Activo11,riesgo
27663,Ransomware,Ransomware,376,653,692,700,604,113,232,47,47,30860144,56467498,30860144,4,4,24,389,24,119,87,1,Activo4,riesgo
27664,Ransomware,Ransomware,3780952381,1358,751,687,623,119,253,48,48,2988792,54794521,2988792,3,3,18,389,24,119,87,1,Activo13,riesgo
27665,Ransomware,Ransomware,3888095238,650,683,728,650,126,268,46,46,27446301,51909308,27446301,5,6,30,389,24,122,87,1,Activo6,riesgo
27666,Ransomware,Ransomware,3825,643,665,697,600,119,258,44,44,2822322,52597819,2822322,3,3,18,389,24,122,86,1,Activo4,riesgo
27667,Ransomware,Ransomware,38725,644,673,697,608,119,258,45,45,28481013,53164557,28481013,5,6,30,389,24,121,87,1,Activo20,riesgo
27668,Ransomware,Ransomware,376,652,692,707,604,113,232,47,47,30941409,56616195,30941409,4,4,24,389,24,119,87,1,Activo16,riesgo
27669,Ransomware,Ransomware,3838636364,922,748,729,635,129,285,50,50,28885038,5372617,28885038,3,3,18,389,24,122,88,1,Activo10,riesgo
27670,Ransomware,Ransomware,3934146341,649,670,730,642,126,267,45,45,27190332,51359517,27190332,3,3,18,389,24,123,87,1,Activo18,riesgo
27671,Ransomware,Ransomware,3870731707,1438,751,683,623,119,253,48,48,2988792,54794521,2988792,3,3,18,389,24,119,87,1,Activo12,riesgo
27672,Ransomware,Ransomware,3923684211,635,672,681,602,116,239,43,43,28233749,52527905,28233749,3,3,18,389,24,122,87,1,Activo1,riesgo
27673,Ransomware,Ransomware,391,646,665,707,608,123,262,45,45,28125,525,28125,3,3,18,389,24,123,86,1,Activo4,riesgo
27674,Ransomware,Ransomware,3833333333,665,679,786,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,87,1,Activo18,riesgo
27675,Ransomware,Ransomware,3863414634,647,678,704,616,123,263,46,46,28360049,53020962,28360049,5,6,30,389,24,122,87,1,Activo16,riesgo
27676,Ransomware,Ransomware,389047619,1250,762,700,627,122,275,49,49,29589372,54347826,29589372,3,3,18,389,24,119,87,1,Activo19,riesgo
27677,Ransomware,Ransomware,3804545455,669,694,781,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,87,1,Activo18,riesgo
27678,Ransomware,Ransomware,391,646,670,703,608,123,262,45,45,28107433,52467208,28107433,3,3,18,389,24,123,86,1,Activo16,riesgo
27679,Ransomware,Ransomware,3905405405,626,667,660,596,113,230,43,43,29492455,54183813,29492455,3,3,18,389,24,119,86,1,Activo11,riesgo
27680,Ransomware,Ransomware,3888095238,1165,762,704,627,122,276,49,49,29589372,54951691,29589372,3,3,18,389,24,119,87,1,Activo12,riesgo
27681,Ransomware,Ransomware,3862222222,855,753,757,669,132,290,50,50,28011204,52661064,28011204,3,3,18,389,24,122,88,1,Activo19,riesgo
27682,Ransomware,Ransomware,397,645,662,790,635,123,265,46,46,28169014,52051439,28169014,3,3,18,389,24,123,86,1,Activo5,riesgo
27683,Ransomware,Ransomware,3905405405,626,667,661,596,113,230,43,43,29431896,54072553,29431896,3,3,18,389,24,119,86,1,Activo4,riesgo
27684,Ransomware,Ransomware,3976923077,639,654,778,634,120,259,46,46,28822055,52631579,28822055,3,3,18,389,24,122,86,1,Activo12,riesgo
27685,Ransomware,Ransomware,3917073171,643,669,725,642,126,267,45,45,27289266,51546392,27289266,3,3,18,389,24,122,86,1,Activo4,riesgo
27686,Ransomware,Ransomware,3937209302,669,738,852,666,126,282,51,51,29259897,53356282,29259897,3,3,18,389,24,122,88,1,Activo12,riesgo
27687,Ransomware,Ransomware,4005128205,639,654,829,640,120,259,46,46,28624767,52271313,28624767,3,3,18,389,24,122,86,1,Activo11,riesgo
27688,Ransomware,Ransomware,3924324324,633,668,661,596,113,230,43,43,29351536,53924915,29351536,3,3,18,389,24,120,86,1,Activo7,riesgo
27689,Ransomware,Ransomware,4023076923,645,655,831,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,86,1,Activo9,riesgo
27690,Ransomware,Ransomware,4023076923,645,655,831,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,87,1,Activo20,riesgo
27691,Ransomware,Ransomware,3945,646,668,778,642,120,260,47,47,28940887,52955665,28940887,5,6,30,389,24,122,87,1,Activo12,riesgo
27692,Ransomware,Ransomware,3905405405,628,667,669,596,113,230,43,43,29492455,54183813,29492455,3,3,18,389,24,119,86,1,Activo11,riesgo
27693,Ransomware,Ransomware,3873684211,633,681,673,604,113,231,44,44,2960969,54508748,2960969,5,6,30,389,24,119,87,1,Activo5,riesgo
27694,Ransomware,Ransomware,376,655,692,710,604,113,232,47,47,30921053,56578947,30921053,4,4,24,389,24,119,87,1,Activo9,riesgo
27695,Ransomware,Ransomware,37825,650,690,677,604,113,234,46,46,30085023,5559189,30085023,4,4,24,389,24,119,87,1,Activo9,riesgo
27696,Ransomware,Ransomware,3869047619,1039,739,700,621,122,272,49,49,29678982,54512417,29678982,3,3,18,389,24,119,87,1,Activo13,riesgo
27697,Ransomware,Ransomware,3924324324,635,673,672,596,113,230,43,43,29331514,53888131,29331514,3,3,18,389,24,120,86,1,Activo11,riesgo
27698,Ransomware,Ransomware,3912820513,641,664,700,600,119,258,45,45,28883184,53273427,28883184,3,3,18,389,24,121,86,1,Activo3,riesgo
27699,Ransomware,Ransomware,3758139535,667,689,727,616,123,264,49,49,29571515,54918527,29571515,4,4,24,389,24,122,86,1,Activo7,riesgo
27700,Ransomware,Ransomware,3956097561,649,675,769,645,126,267,46,46,27594481,51589682,27594481,3,3,18,389,24,123,87,1,Activo14,riesgo
27701,Ransomware,Ransomware,3611904762,662,677,703,603,119,234,60,60,41067762,65708419,41067762,2,2,12,389,24,120,55,1,Activo18,riesgo
27702,Ransomware,Ransomware,3846341463,1246,751,687,623,119,253,48,48,30112923,55207026,30112923,3,3,18,389,24,119,86,1,Activo11,riesgo
27703,Ransomware,Ransomware,391,647,665,705,608,123,262,45,45,28107433,52467208,28107433,3,3,18,389,24,123,87,1,Activo9,riesgo
27704,Ransomware,Ransomware,3808823529,577,489,566,472,102,201,40,40,29985007,54722639,29985007,2,2,12,389,24,117,88,1,Activo4,riesgo
27705,Ransomware,Ransomware,3975555556,676,745,823,685,132,289,50,50,27203482,51142546,27203482,11,4,66,389,24,122,86,1,Activo8,riesgo
27706,Ransomware,Ransomware,3804545455,669,694,819,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,86,1,Activo16,riesgo
27707,Ransomware,Ransomware,3924324324,632,673,665,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,120,87,1,Activo15,riesgo
27708,Ransomware,Ransomware,3847619048,670,674,837,648,120,260,47,47,28279182,52948255,28279182,3,3,18,389,24,122,86,1,Activo2,riesgo
27709,Ransomware,Ransomware,3833333333,665,679,784,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,86,1,Activo16,riesgo
27710,Ransomware,Ransomware,3924324324,636,673,662,596,113,230,43,43,2931152,53851397,2931152,3,3,18,389,24,120,86,1,Activo15,riesgo
27711,Ransomware,Ransomware,3176315789,608,588,692,567,110,250,64,64,221453287,269896194,221453287,2,2,12,389,24,120,54,1,Activo3,riesgo
27712,Ransomware,Ransomware,3793181818,672,687,800,651,126,268,47,47,28588808,52311436,28588808,3,3,18,389,24,122,85,1,Activo14,riesgo
27713,Ransomware,Ransomware,3913953488,732,738,798,661,126,282,51,51,29428736,53664166,29428736,3,3,18,389,24,122,86,1,Activo9,riesgo
27714,Ransomware,Ransomware,3934146341,649,675,725,642,126,267,45,45,27190332,51359517,27190332,3,3,18,389,24,123,87,1,Activo2,riesgo
27715,Ransomware,Ransomware,391,647,670,704,608,123,262,45,45,28107433,52467208,28107433,3,3,18,389,24,123,87,1,Activo13,riesgo
27716,Ransomware,Ransomware,3757142857,663,684,725,608,119,257,48,48,29758215,55176689,29758215,4,4,24,389,24,121,86,1,Activo2,riesgo
27717,Ransomware,Ransomware,3923076923,649,735,700,653,116,243,50,50,32320621,5623788,32320621,4,4,24,389,24,120,87,1,Activo19,riesgo
27718,Ransomware,Ransomware,391,646,670,703,608,123,262,45,45,28107433,52467208,28107433,3,3,18,389,24,123,86,1,Activo6,riesgo
27719,Ransomware,Ransomware,3764285714,663,684,725,608,119,259,48,48,2970297,55074257,2970297,4,4,24,389,24,121,88,1,Activo12,riesgo
27720,Ransomware,Ransomware,37625,652,692,707,604,113,232,47,47,30921053,56578947,30921053,4,4,24,389,24,119,86,1,Activo15,riesgo
27721,Ransomware,Ransomware,3985365854,651,686,871,667,123,268,50,50,29726516,52913199,29726516,4,4,24,389,24,123,87,1,Activo9,riesgo
27722,Ransomware,Ransomware,3671875,568,422,658,406,92,186,37,37,30553262,56151941,30553262,2,2,12,385,23,116,88,1,Activo8,riesgo
27723,Ransomware,Ransomware,3764285714,663,684,723,608,119,259,48,48,2970297,55074257,2970297,4,4,24,389,24,121,86,1,Activo3,riesgo
27724,Ransomware,Ransomware,401,578,466,597,473,108,208,220,220,161645849,180014695,161645849,2,2,12,389,24,117,88,1,Activo11,riesgo
27725,Ransomware,Ransomware,376,654,692,706,604,113,232,47,47,30941409,56616195,30941409,4,4,24,389,24,119,88,1,Activo8,riesgo
27726,Ransomware,Ransomware,3923076923,651,735,706,653,118,243,50,50,32237266,56092843,32237266,4,4,24,389,24,120,87,1,Activo10,riesgo
27727,Ransomware,Ransomware,3186842105,612,612,690,573,110,250,64,64,213333333,263333333,213333333,2,2,12,389,24,120,54,1,Activo15,riesgo
27728,Ransomware,Ransomware,3818604651,724,689,845,650,120,263,47,47,27843602,52725118,27843602,3,3,18,389,24,122,87,1,Activo6,riesgo
27729,Ransomware,Ransomware,3862222222,863,753,755,669,132,290,50,50,27995521,52631579,27995521,3,3,18,389,24,122,86,1,Activo19,riesgo
27730,Ransomware,Ransomware,3924324324,633,668,667,596,113,230,43,43,29271613,5377808,29271613,3,3,18,389,24,120,87,1,Activo10,riesgo
27731,Ransomware,Ransomware,3908108108,627,669,660,596,113,230,43,43,29431896,54072553,29431896,3,3,18,389,24,119,86,1,Activo11,riesgo
27732,Ransomware,Ransomware,371627907,3927,694,714,610,119,259,45,45,27641278,53439803,27641278,3,3,18,389,24,121,87,1,Activo6,riesgo
27733,Ransomware,Ransomware,3491428571,589,441,663,414,92,187,36,36,28639618,55688146,28639618,2,2,12,385,23,115,88,1,Activo13,riesgo
27734,Ransomware,Ransomware,3758139535,667,689,728,616,123,264,49,49,29571515,54918527,29571515,4,4,24,389,24,122,86,1,Activo12,riesgo
27735,Ransomware,Ransomware,3472222222,6748,464,557,416,92,190,39,39,30279503,57453416,30279503,2,2,12,385,23,115,88,1,Activo11,riesgo
27736,Ransomware,Ransomware,4023076923,645,655,832,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,87,1,Activo1,riesgo
27737,Ransomware,Ransomware,3464864865,596,462,595,419,98,194,42,42,31746032,58956916,31746032,2,2,12,385,23,116,88,1,Activo17,riesgo
27738,Ransomware,Ransomware,3611111111,17233,484,614,433,92,194,41,41,30597015,57462687,30597015,2,2,12,378,21,114,88,1,Activo15,riesgo
27739,Ransomware,Ransomware,376,655,692,696,604,113,232,47,47,30860144,56467498,30860144,4,4,24,389,24,119,87,1,Activo6,riesgo
27740,Ransomware,Ransomware,3804545455,669,694,786,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,88,1,Activo10,riesgo
27741,Ransomware,Ransomware,3892105263,633,682,667,592,116,232,44,44,29352902,54036024,29352902,3,3,18,389,24,120,86,1,Activo2,riesgo
27742,Ransomware,Ransomware,3908108108,630,669,661,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,119,86,1,Activo2,riesgo
27743,Ransomware,Ransomware,3753488372,663,675,840,648,120,262,47,47,28330319,53044002,28330319,3,3,18,389,24,122,87,1,Activo5,riesgo
27744,Ransomware,Ransomware,376,655,692,709,604,113,232,47,47,30921053,56578947,30921053,4,4,24,389,24,119,88,1,Activo11,riesgo
27745,Ransomware,Ransomware,376,653,692,698,604,113,232,47,47,30860144,56467498,30860144,4,4,24,389,24,119,88,1,Activo4,riesgo
27746,Ransomware,Ransomware,3924324324,635,673,668,596,113,230,43,43,29371585,53961749,29371585,3,3,18,389,24,120,87,1,Activo6,riesgo
27747,Ransomware,Ransomware,3923076923,643,679,701,600,119,257,44,44,28205128,52564103,28205128,3,3,18,389,24,122,87,1,Activo7,riesgo
27748,Ransomware,Ransomware,2997368421,621,626,719,573,110,251,20,20,136986301,226027397,136986301,1,1,6,389,24,120,54,1,Activo19,riesgo
27749,Ransomware,Ransomware,3473684211,596,482,592,440,100,190,44,44,32281731,59427733,32281731,2,2,12,378,21,115,88,1,Activo3,riesgo
27750,Ransomware,Ransomware,3784090909,669,694,745,650,126,269,49,49,28638223,53769725,28638223,4,4,24,389,24,122,86,1,Activo1,riesgo
27751,Ransomware,Ransomware,3934146341,649,670,729,642,126,267,45,45,27190332,51359517,27190332,3,3,18,389,24,123,87,1,Activo5,riesgo
27752,Ransomware,Ransomware,4006666667,584,551,582,497,108,208,238,238,173469388,190962099,173469388,2,2,12,389,24,117,88,1,Activo12,riesgo
27753,Ransomware,Ransomware,3702173913,674,702,788,655,132,275,48,48,38430745,68855084,38430745,2,2,12,389,24,123,55,1,Activo19,riesgo
27754,Ransomware,Ransomware,3670731707,650,692,692,604,113,232,47,47,30759162,56282723,30759162,4,4,24,389,24,119,88,1,Activo10,riesgo
27755,Ransomware,Ransomware,376,653,692,703,604,113,232,47,47,30900723,56541749,30900723,4,4,24,389,24,119,87,1,Activo11,riesgo
27756,Ransomware,Ransomware,3742857143,655,664,785,642,120,259,70,70,45278137,67270375,45278137,3,3,18,389,24,122,55,1,Activo6,riesgo
27757,Ransomware,Ransomware,385952381,665,679,837,648,120,261,50,50,2994012,54491018,2994012,4,4,24,389,24,122,88,1,Activo10,riesgo
27758,Ransomware,Ransomware,392,577,452,579,447,103,192,215,215,157393851,17715959,157393851,2,2,12,387,23,116,88,1,Activo20,riesgo
27759,Ransomware,Ransomware,37625,652,692,708,604,113,232,47,47,30900723,56541749,30900723,4,4,24,389,24,119,86,1,Activo18,riesgo
27760,Ransomware,Ransomware,375,660,674,778,642,120,261,69,69,43977055,66284257,43977055,3,3,18,389,24,122,54,1,Activo16,riesgo
27761,Ransomware,Ransomware,3702173913,674,702,788,655,132,275,61,61,36374478,60226595,36374478,3,3,18,389,24,123,56,1,Activo16,riesgo
27762,Ransomware,Ransomware,4023076923,645,660,835,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,87,1,Activo15,riesgo
27763,Ransomware,Ransomware,4023076923,645,660,834,640,120,259,46,46,2850062,5204461,2850062,3,3,18,389,24,123,87,1,Activo12,riesgo
27764,Ransomware,Ransomware,37625,653,692,696,604,113,232,47,47,30860144,56467498,30860144,4,4,24,389,24,119,86,1,Activo16,riesgo
27765,Ransomware,Ransomware,3784090909,669,694,748,650,126,269,49,49,28638223,53769725,28638223,4,4,24,389,24,122,88,1,Activo15,riesgo
27766,Ransomware,Ransomware,3714285714,5299,690,703,604,116,250,45,45,28462998,54395952,28462998,3,3,18,389,24,119,87,1,Activo4,riesgo
27767,Ransomware,Ransomware,3784090909,669,694,744,650,126,269,49,49,28638223,53769725,28638223,4,4,24,389,24,122,86,1,Activo20,riesgo
27768,Ransomware,Ransomware,3923255814,664,737,769,699,129,280,51,51,29411765,53056517,29411765,4,4,24,389,24,123,87,1,Activo8,riesgo
27769,Ransomware,Ransomware,3763414634,659,699,697,606,116,256,45,45,28753994,54313099,28753994,3,3,18,389,24,119,87,1,Activo14,riesgo
27770,Ransomware,Ransomware,3907142857,665,732,753,665,128,275,52,52,3087886,54631829,3087886,4,4,24,389,24,123,87,1,Activo19,riesgo
27771,Ransomware,Ransomware,3944736842,643,684,693,600,116,252,44,44,29100529,53571429,29100529,3,3,18,389,24,120,87,1,Activo9,riesgo
27772,Ransomware,Ransomware,3772093023,2659,677,838,648,120,261,47,47,28194361,52789442,28194361,3,3,18,389,24,122,86,1,Activo8,riesgo
27773,Ransomware,Ransomware,385952381,665,679,836,648,120,261,50,50,2994012,54491018,2994012,4,4,24,389,24,122,86,1,Activo4,riesgo
27774,Ransomware,Ransomware,3994871795,645,660,774,634,120,259,46,46,28696195,52401747,28696195,3,3,18,389,24,123,86,1,Activo18,riesgo
27775,Ransomware,Ransomware,3833333333,665,679,794,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,86,1,Activo11,riesgo
27776,Ransomware,Ransomware,3674418605,671,688,728,607,122,256,61,61,39304124,6314433,39304124,2,2,12,389,24,120,55,1,Activo5,riesgo
27777,Ransomware,Ransomware,3702173913,674,702,786,655,132,275,61,61,3641791,60298507,3641791,2,2,12,389,24,123,56,1,Activo13,riesgo
27778,Ransomware,Ransomware,3847619048,669,674,836,648,120,260,47,47,28313253,53012048,28313253,3,3,18,389,24,122,86,1,Activo13,riesgo
27779,Ransomware,Ransomware,3804545455,669,694,785,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,86,1,Activo11,riesgo
27780,Ransomware,Ransomware,3758139535,667,689,726,616,123,264,49,49,29571515,54918527,29571515,4,4,24,389,24,122,87,1,Activo14,riesgo
27781,Ransomware,Ransomware,3719512195,7828,702,698,606,113,234,44,44,28571429,54545455,28571429,3,3,18,389,24,119,87,1,Activo11,riesgo
27782,Ransomware,Ransomware,3702173913,682,701,778,655,132,275,61,61,3641791,60298507,3641791,2,2,12,389,24,123,55,1,Activo13,riesgo
27783,Ransomware,Ransomware,3786363636,668,688,797,651,126,270,47,47,27453271,52570093,27453271,3,3,18,389,24,122,87,1,Activo13,riesgo
27784,Ransomware,Ransomware,3702173913,674,702,787,655,132,275,38,38,41758242,69230769,41758242,2,2,12,389,24,123,55,1,Activo15,riesgo
27785,Ransomware,Ransomware,3924324324,633,668,674,596,113,230,43,43,2931152,53851397,2931152,3,3,18,389,24,120,87,1,Activo3,riesgo
27786,Ransomware,Ransomware,3677272727,668,692,755,613,125,263,61,61,3836478,62264151,3836478,2,2,12,389,24,122,56,1,Activo18,riesgo
27787,Ransomware,Ransomware,3912820513,643,665,696,600,119,255,44,44,28259473,52665382,28259473,3,3,18,389,24,122,86,1,Activo10,riesgo
27788,Ransomware,Ransomware,3838636364,922,748,728,635,129,285,50,50,28885038,5372617,28885038,3,3,18,389,24,122,86,1,Activo4,riesgo
27789,Ransomware,Ransomware,376,652,692,708,604,113,232,47,47,30900723,56541749,30900723,4,4,24,389,24,119,86,1,Activo4,riesgo
27790,Ransomware,Ransomware,3678125,559,430,523,406,92,186,38,38,31301483,56836903,31301483,2,2,12,385,23,116,88,1,Activo16,riesgo
27791,Ransomware,Ransomware,3934146341,649,675,758,642,126,267,45,45,27157514,51297526,27157514,3,3,18,389,24,123,87,1,Activo4,riesgo
27792,Ransomware,Ransomware,3464864865,591,462,556,419,98,194,42,42,31746032,58956916,31746032,2,2,12,385,23,116,88,1,Activo9,riesgo
27793,Ransomware,Ransomware,3591666667,593,475,597,430,95,189,44,44,32934132,59131737,32934132,2,2,12,385,23,114,88,1,Activo18,riesgo
27794,Ransomware,Ransomware,3924324324,632,668,662,596,113,230,43,43,29331514,53888131,29331514,3,3,18,389,24,120,87,1,Activo12,riesgo
27795,Ransomware,Ransomware,3764285714,663,684,725,608,119,259,48,48,2970297,55074257,2970297,4,4,24,389,24,121,86,1,Activo5,riesgo
27796,Ransomware,Ransomware,3697777778,661,685,795,653,129,270,58,58,35824583,59913527,35824583,3,3,18,389,24,123,56,1,Activo7,riesgo
27797,Ransomware,Ransomware,385952381,665,679,841,648,120,261,50,50,2994012,54491018,2994012,4,4,24,389,24,122,87,1,Activo6,riesgo
27798,Ransomware,Ransomware,3611904762,662,677,690,603,119,234,60,60,41067762,65708419,41067762,2,2,12,389,24,120,55,1,Activo15,riesgo
27799,Ransomware,Ransomware,3994871795,645,660,778,634,120,259,46,46,28696195,52401747,28696195,3,3,18,389,24,123,87,1,Activo19,riesgo
27800,Ransomware,Ransomware,3905128205,638,661,694,600,119,258,44,44,28350515,52835052,28350515,3,3,18,389,24,121,86,1,Activo17,riesgo
27801,Ransomware,Ransomware,3555263158,30290,490,623,463,97,198,42,42,30172414,56752874,30172414,2,2,12,378,21,116,88,1,Activo20,riesgo
27802,Ransomware,Ransomware,374,654,688,679,602,113,233,44,44,29119788,5493051,29119788,3,3,18,389,24,119,87,1,Activo4,riesgo
27803,Ransomware,Ransomware,3911904762,652,702,815,661,123,271,51,51,30141844,53782506,30141844,4,4,24,389,24,123,87,1,Activo3,riesgo
27804,Ransomware,Ransomware,3413636364,667,672,755,611,122,263,82,82,137583893,17114094,137583893,2,2,12,389,24,122,55,1,Activo14,riesgo
27805,Ransomware,Ransomware,3923076923,651,735,706,653,116,243,50,50,32299742,5620155,32299742,4,4,24,389,24,120,87,1,Activo3,riesgo
27806,Ransomware,Ransomware,3924324324,633,673,666,596,113,230,43,43,29391661,53998633,29391661,3,3,18,389,24,120,86,1,Activo16,riesgo
27807,Ransomware,Ransomware,3784090909,669,694,743,650,126,269,49,49,28638223,53769725,28638223,4,4,24,389,24,122,87,1,Activo19,riesgo
27808,Ransomware,Ransomware,3674418605,663,688,720,607,122,257,53,53,38020086,6384505,38020086,2,2,12,389,24,120,56,1,Activo19,riesgo
27809,Ransomware,Ransomware,3956097561,649,675,767,645,126,267,46,46,27594481,51589682,27594481,3,3,18,389,24,123,86,1,Activo20,riesgo
27810,Ransomware,Ransomware,3771875,563,448,548,427,92,182,40,40,32102729,56982343,32102729,2,2,12,378,21,114,88,1,Activo7,riesgo
27811,Ransomware,Ransomware,3804545455,669,694,783,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,87,1,Activo20,riesgo
27812,Ransomware,Ransomware,3833333333,665,679,784,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,86,1,Activo5,riesgo
27813,Ransomware,Ransomware,37625,655,692,707,604,113,232,47,47,30921053,56578947,30921053,4,4,24,389,24,119,86,1,Activo4,riesgo
27814,Ransomware,Ransomware,3674418605,671,688,707,607,122,248,61,61,39304124,6314433,39304124,2,2,12,389,24,120,55,1,Activo17,riesgo
27815,Ransomware,Ransomware,3678125,559,430,577,406,92,186,38,38,31301483,56836903,31301483,2,2,12,385,23,116,88,1,Activo15,riesgo
27816,Ransomware,Ransomware,3766666667,815,702,802,653,126,271,48,48,27554535,52812859,27554535,3,3,18,389,24,122,87,1,Activo3,riesgo
27817,Ransomware,Ransomware,3681395349,657,680,716,609,116,256,46,46,4147881,748422,4147881,2,2,12,389,24,120,56,1,Activo10,riesgo
27818,Ransomware,Ransomware,3969767442,668,696,854,675,126,276,49,49,27920228,51851852,27920228,9,3,54,389,24,122,86,1,Activo5,riesgo
27819,Ransomware,Ransomware,3678125,570,430,662,406,92,186,38,38,31301483,56836903,31301483,2,2,12,385,23,116,88,1,Activo11,riesgo
27820,Ransomware,Ransomware,3956097561,650,673,793,643,126,267,47,47,28177458,52158273,28177458,3,3,18,389,24,123,87,1,Activo16,riesgo
27821,Ransomware,Ransomware,3675,677,692,754,613,125,263,61,61,38388924,62303335,38388924,2,2,12,389,24,122,55,1,Activo8,riesgo
27822,Ransomware,Ransomware,3678125,561,430,525,406,92,186,38,38,31301483,56836903,31301483,2,2,12,385,23,116,88,1,Activo11,riesgo
27823,Ransomware,Ransomware,37625,650,692,695,604,113,232,47,47,30839895,56430446,30839895,4,4,24,389,24,119,86,1,Activo16,riesgo
27824,Ransomware,Ransomware,37625,654,692,705,604,113,232,47,47,30941409,56616195,30941409,4,4,24,389,24,119,86,1,Activo20,riesgo
27825,Ransomware,Ransomware,3758139535,666,689,727,616,123,264,49,49,29571515,54918527,29571515,4,4,24,389,24,122,86,1,Activo2,riesgo
27826,Ransomware,Ransomware,3746666667,1675,704,740,652,126,271,46,46,26604974,5205321,26604974,3,3,18,389,24,122,87,1,Activo20,riesgo
27827,Ransomware,Ransomware,3955555556,676,745,785,682,132,289,49,49,26834611,50930997,26834611,11,4,66,389,24,122,86,1,Activo15,riesgo
27828,Ransomware,Ransomware,3619047619,663,701,690,609,119,234,60,60,40927694,65484311,40927694,2,2,12,389,24,120,55,1,Activo9,riesgo
27829,Ransomware,Ransomware,3757894737,647,619,644,578,107,226,44,44,30282175,55746731,30282175,2,2,12,389,24,119,87,1,Activo16,riesgo
27830,Ransomware,Ransomware,3951219512,662,743,719,636,119,252,47,47,28711057,53145999,28711057,12,4,72,389,24,119,86,1,Activo14,riesgo
27831,Ransomware,Ransomware,3613888889,23084,483,618,433,92,194,41,41,30574198,56674124,30574198,2,2,12,378,21,114,88,1,Activo9,riesgo
27832,Ransomware,Ransomware,3832258065,565,444,544,417,89,181,40,40,32599837,57864711,32599837,2,2,12,378,21,113,88,1,Activo6,riesgo
27833,Ransomware,Ransomware,3746666667,882,704,771,652,126,271,46,46,26574235,51993068,26574235,3,3,18,389,24,122,87,1,Activo20,riesgo
27834,Ransomware,Ransomware,3472222222,731,464,681,416,92,190,39,39,30279503,57453416,30279503,2,2,12,385,23,115,88,1,Activo20,riesgo
27835,Ransomware,Ransomware,3704545455,668,682,784,650,126,269,69,69,4315197,65666041,4315197,3,3,18,389,24,122,54,1,Activo5,riesgo
27836,Ransomware,Ransomware,3466666667,659,456,677,416,92,190,38,38,29571984,56809339,29571984,2,2,12,385,23,115,88,1,Activo9,riesgo
27837,Ransomware,Ransomware,3934146341,649,675,724,642,126,267,45,45,27190332,51359517,27190332,3,3,18,389,24,123,86,1,Activo10,riesgo
27838,Ransomware,Ransomware,3743181818,660,682,783,651,126,268,50,50,42662116,72525597,42662116,2,2,12,389,24,122,55,1,Activo4,riesgo
27839,Ransomware,Ransomware,3846341463,1177,751,683,623,119,253,48,48,30094044,55172414,30094044,3,3,18,389,24,119,86,1,Activo7,riesgo
27840,Ransomware,Ransomware,3924324324,632,673,662,596,113,230,43,43,29331514,53888131,29331514,3,3,18,389,24,120,87,1,Activo13,riesgo
27841,Ransomware,Ransomware,3472222222,1023,464,586,416,92,190,39,39,30279503,57453416,30279503,2,2,12,385,23,115,88,1,Activo8,riesgo
27842,Ransomware,Ransomware,3895,642,666,704,608,123,262,45,45,28213166,52664577,28213166,3,3,18,389,24,122,86,1,Activo10,riesgo
27843,Ransomware,Ransomware,3721428571,6612,690,705,604,116,252,45,45,28462998,54395952,28462998,3,3,18,389,24,119,87,1,Activo17,riesgo
27844,Ransomware,Ransomware,3833333333,665,679,788,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,87,1,Activo15,riesgo
